DEPTH,GR7-3,GR7-8,GRA-53
7104.27,27.27,101.38,41.44
7104.77,26.75,101.44,39.20
7105.27,29.14,100.50,39.20
7105.77,27.92,99.71,39.20
7106.27,29.23,101.73,39.20
7106.77,30.02,103.80,39.20
7107.27,33.50,104.52,39.20
7107.77,33.16,104.20,
7108.27,35.00,104.90,39.84
7108.77,32.63,105.21,39.68
7109.27,31.97,105.13,39.68
7109.77,30.41,102.74,39.20
7110.27,30.36,101.98,39.20
7110.77,29.44,99.92,39.20
7111.27,28.61,99.74,39.47
7111.77,29.48,100.19,39.47
7112.27,31.09,101.18,40.08
7112.77,30.80,102.40,40.08
7113.27,32.34,103.46,39.04
7113.77,30.56,103.08,38.88
7114.27,31.80,102.69,38.88
7114.77,32.69,101.15,40.64
7115.27,32.63,98.84,40.64
7115.77,31.14,96.92,40.64
7116.27,30.03,96.16,38.80
7116.77,30.56,96.42,38.80
7117.27,30.30,99.15,37.92
7117.77,31.88,101.13,39.25
7118.27,31.88,103.16,39.25
7118.77,33.00,104.18,39.68
7119.27,29.69,102.07,39.68
7119.77,28.95,100.09,38.99
7120.27,29.97,97.98,38.99
7120.77,30.33,96.71,38.99
7121.27,31.86,96.53,38.32
7121.77,31.34,97.13,38.32
7122.27,28.41,98.40,38.72
7122.77,26.50,99.21,39.12
7123.27,26.42,99.99,39.12
7123.77,29.14,100.71,38.56
7124.27,31.98,101.36,38.56
7124.77,32.41,102.00,38.56
7125.27,34.25,102.65,39.04
7125.77,31.69,103.34,39.04
7126.27,31.83,104.76,38.48
7126.77,28.91,106.09,37.60
7127.27,31.05,105.13,37.60
7127.77,29.95,104.09,37.44
7128.27,32.59,103.06,37.44
7128.77,32.34,102.12,37.44
7129.27,31.63,102.95,38.19
7129.77,30.42,103.35,38.19
7130.27,32.38,101.82,39.15
7130.77,34.22,101.47,39.36
7131.27,35.69,102.16,39.36
7131.77,32.72,102.81,39.36
7132.27,32.75,103.26,39.36
7132.77,29.81,103.62,39.36
7133.27,31.09,102.50,38.45
7133.77,28.09,101.38,38.45
7134.27,30.61,100.50,39.46
7134.77,31.27,100.29,39.57
7135.27,32.66,96.66,39.57
7135.77,31.73,95.60,39.57
7136.27,30.56,94.60,39.57
7136.77,33.22,94.44,
7137.27,34.91,94.46,39.52
7137.77,32.72,95.10,39.52
7138.27,34.06,96.48,40.80
7138.77,32.63,97.81,40.80
7139.27,34.06,98.30,41.60
7139.77,30.38,96.97,39.68
7140.27,31.27,96.76,39.68
7140.77,30.13,97.43,38.56
7141.27,30.56,98.26,38.56
7141.77,31.86,99.04,38.56
7142.27,34.34,98.24,40.32
7142.77,34.06,96.89,40.32
7143.27,31.09,96.30,42.24
7143.77,26.73,95.81,40.48
7144.27,25.72,94.85,40.48
7144.77,25.88,93.60,40.16
7145.27,29.53,94.30,40.16
7145.77,31.95,94.97,40.16
7146.27,31.03,96.46,40.16
7146.77,32.31,96.78,
7147.27,30.44,96.78,40.96
7147.77,29.86,96.79,40.96
7148.27,28.14,96.79,40.96
7148.77,29.69,96.80,40.96
7149.27,32.38,97.54,
7149.77,31.09,98.29,
7150.27,30.92,98.91,40.48
7150.77,31.45,97.31,40.48
7151.27,34.34,95.53,37.12
7151.77,35.06,95.08,37.12
7152.27,33.72,96.13,37.12
7152.77,32.63,96.45,38.64
7153.27,31.30,96.36,38.64
7153.77,31.30,96.26,38.64
7154.27,31.31,96.21,54.00
7154.77,31.95,95.97,54.00
7155.27,33.13,95.29,40.96
7155.77,33.44,96.33,41.92
7156.27,32.03,96.23,41.92
7156.77,30.06,95.70,41.92
7157.27,30.00,94.64,41.92
7157.77,31.61,94.65,
7158.27,32.41,94.73,39.68
7158.77,33.50,94.86,39.68
7159.27,33.28,95.02,41.12
7159.77,34.69,95.75,41.12
7160.27,31.80,97.90,47.20
7160.77,27.22,101.05,41.96
7161.27,24.48,100.95,41.96
7161.77,26.61,100.82,38.80
7162.27,31.44,100.24,38.80
7162.77,31.69,99.99,38.80
7163.27,34.09,99.68,39.04
7163.77,34.34,99.72,39.04
7164.27,36.22,101.08,39.04
7164.77,32.47,102.44,39.31
7165.27,32.59,103.65,39.31
7165.77,32.16,102.88,39.89
7166.27,32.91,101.00,39.89
7166.77,33.34,99.64,39.89
7167.27,36.22,98.42,38.72
7167.77,37.81,98.13,38.72
7168.27,38.81,98.00,40.72
7168.77,37.94,98.21,39.47
7169.27,37.94,98.94,39.47
7169.77,36.38,99.81,39.68
7170.27,34.59,100.68,39.68
7170.77,32.28,101.55,39.68
7171.27,32.06,102.37,38.77
7171.77,29.88,102.32,38.77
7172.27,33.03,102.17,41.28
7172.77,31.41,101.81,38.40
7173.27,31.45,101.65,38.40
7173.77,28.48,101.26,39.63
7174.27,29.06,100.35,39.63
7174.77,31.19,99.44,39.63
7175.27,33.16,98.54,38.72
7175.77,33.72,98.13,38.72
7176.27,33.53,98.99,40.96
7176.77,33.41,99.55,39.36
7177.27,34.66,99.39,39.36
7177.77,36.97,99.66,49.64
7178.27,36.44,100.19,49.64
7178.77,35.63,100.73,49.64
7179.27,32.44,101.23,41.07
7179.77,30.55,101.26,41.07
7180.27,32.44,101.27,41.20
7180.77,33.59,101.14,40.05
7181.27,34.78,100.76,40.05
7181.77,32.91,100.38,40.60
7182.27,31.97,99.99,40.60
7182.77,32.69,99.40,40.60
7183.27,32.63,98.81,41.39
7183.77,33.78,98.29,41.39
7184.27,35.13,97.91,41.92
7184.77,33.84,97.48,39.20
7185.27,33.88,95.99,39.20
7185.77,35.13,94.34,40.05
7186.27,34.41,94.06,40.05
7186.77,35.00,95.54,40.05
7187.27,32.44,97.31,39.84
7187.77,36.16,99.43,39.84
7188.27,34.72,100.24,39.36
7188.77,33.34,99.98,41.04
7189.27,31.14,99.73,41.04
7189.77,33.25,99.46,41.76
7190.27,34.84,98.92,41.76
7190.77,34.06,97.29,41.76
7191.27,32.00,95.32,52.14
7191.77,31.23,95.45,52.14
7192.27,32.78,95.48,39.89
7192.77,35.38,95.35,39.84
7193.27,35.03,96.04,39.84
7193.77,32.63,96.73,40.60
7194.27,29.94,97.21,40.60
7194.77,28.59,97.60,40.60
7195.27,29.13,97.85,40.16
7195.77,29.20,97.68,40.16
7196.27,30.95,97.91,40.96
7196.77,30.73,98.64,39.25
7197.27,31.23,97.84,39.25
7197.77,34.31,96.49,41.76
7198.27,36.44,94.96,41.76
7198.77,34.03,93.44,41.76
7199.27,29.77,93.38,44.96
7199.77,29.75,94.82,44.96
7200.27,32.44,97.46,44.96
7200.77,33.53,99.22,42.52
7201.27,32.59,100.89,42.52
7201.77,33.25,102.61,41.71
7202.27,32.41,102.04,41.71
7202.77,35.97,101.34,41.71
7203.27,35.56,100.65,41.71
7203.77,36.94,100.69,
7204.27,33.81,101.93,30.99
7204.77,33.56,99.69,52.40
7205.27,34.53,98.73,52.40
7205.77,34.25,97.79,52.40
7206.27,33.56,97.40,52.40
7206.77,31.06,97.13,
7207.27,31.89,97.46,37.96
7207.77,32.25,98.40,37.96
7208.27,35.38,98.91,37.96
7208.77,35.34,97.43,45.68
7209.27,35.38,96.39,45.68
7209.77,34.00,95.63,45.68
7210.27,33.16,95.15,45.68
7210.77,36.97,94.73,
7211.27,34.91,94.18,
7211.77,32.88,93.10,
7212.27,29.69,94.70,
7212.77,32.28,96.85,42.80
7213.27,34.34,99.57,42.80
7213.77,33.28,99.01,42.88
7214.27,30.66,98.46,42.88
7214.77,30.38,98.52,42.88
7215.27,29.53,98.76,35.79
7215.77,27.06,99.04,35.79
7216.27,25.77,99.49,42.35
7216.77,28.31,99.93,42.24
7217.27,32.66,100.16,42.24
7217.77,32.56,99.61,34.14
7218.27,31.30,98.83,34.14
7218.77,29.92,98.42,34.14
7219.27,32.34,98.18,42.31
7219.77,33.97,97.28,42.31
7220.27,35.81,94.43,40.67
7220.77,36.34,91.98,37.50
7221.27,34.78,90.13,37.50
7221.77,33.63,91.02,40.76
7222.27,34.81,92.52,40.76
7222.77,35.00,93.81,40.76
7223.27,35.34,93.32,42.24
7223.77,33.13,91.90,42.24
7224.27,35.91,90.86,40.32
7224.77,35.97,89.18,40.32
7225.27,34.88,89.42,40.32
7225.77,29.67,89.13,42.13
7226.27,29.98,88.39,42.13
7226.77,30.72,89.30,42.13
7227.27,32.22,91.63,41.47
7227.77,30.84,93.02,41.47
7228.27,29.88,93.89,42.08
7228.77,29.80,94.51,41.68
7229.27,30.89,95.06,41.68
7229.77,32.00,95.99,43.36
7230.27,33.53,96.42,43.36
7230.77,32.38,95.95,43.36
7231.27,29.36,94.55,42.03
7231.77,28.16,93.61,42.03
7232.27,28.05,93.63,41.67
7232.77,27.23,93.94,41.49
7233.27,26.33,94.32,41.49
7233.77,27.53,96.17,41.49
7234.27,32.16,97.40,40.88
7234.77,31.61,96.80,40.88
7235.27,31.61,96.77,42.40
7235.77,30.14,96.53,42.24
7236.27,32.59,97.05,42.24
7236.77,31.56,98.03,40.96
7237.27,31.72,98.96,40.96
7237.77,32.25,98.45,40.96
7238.27,34.09,96.74,42.12
7238.77,32.38,96.21,42.12
7239.27,31.88,96.21,42.72
7239.77,29.45,96.21,42.80
7240.27,29.45,96.21,42.80
7240.77,27.25,96.25,43.47
7241.27,28.38,96.10,43.47
7241.77,30.61,94.08,43.47
7242.27,31.88,92.77,44.80
7242.77,31.31,92.89,44.80
7243.27,31.23,93.64,42.59
7243.77,28.59,94.54,42.83
7244.27,31.56,95.11,42.83
7244.77,31.05,96.30,41.12
7245.27,33.75,96.43,41.12
7245.77,29.36,96.29,41.12
7246.27,28.28,96.61,42.51
7246.77,27.00,97.04,43.47
7247.27,27.70,97.36,43.47
7247.77,29.42,95.20,42.13
7248.27,30.42,93.41,42.13
7248.77,30.33,93.36,42.13
7249.27,28.88,93.07,42.83
7249.77,29.45,93.06,42.83
7250.27,31.59,92.89,39.52
7250.77,32.38,92.73,41.47
7251.27,31.52,92.43,41.47
7251.77,31.59,92.11,43.04
7252.27,31.45,92.16,43.04
7252.77,31.83,92.92,43.04
7253.27,31.73,93.72,41.68
7253.77,31.38,93.72,41.68
7254.27,29.67,93.75,40.96
7254.77,28.94,94.15,40.96
7255.27,30.03,94.68,40.96
7255.77,30.88,94.35,51.31
7256.27,30.03,94.05,51.31
7256.77,31.14,94.49,51.31
7257.27,33.03,95.02,55.68
7257.77,34.78,96.63,55.68
7258.27,32.03,97.20,40.64
7258.77,32.00,98.00,42.24
7259.27,30.47,96.79,42.24
7259.77,30.20,98.00,42.24
7260.27,28.53,98.36,41.39
7260.77,30.14,96.64,41.39
7261.27,30.14,96.85,43.36
7261.77,32.06,98.04,41.97
7262.27,29.98,98.06,41.97
7262.77,30.33,97.68,41.97
7263.27,28.19,95.82,41.97
7263.77,30.28,93.49,
7264.27,32.91,92.74,
7264.77,33.13,94.50,
7265.27,33.72,96.29,41.92
7265.77,31.02,98.05,42.64
7266.27,30.52,97.86,42.64
7266.77,29.95,96.97,53.39
7267.27,30.83,94.74,53.39
7267.77,30.13,92.06,53.39
7268.27,30.80,90.61,41.23
7268.77,31.06,90.91,41.23
7269.27,31.81,90.85,41.40
7269.77,29.53,90.77,40.32
7270.27,29.23,90.77,40.32
7270.77,28.33,91.01,40.40
7271.27,29.08,92.46,40.40
7271.77,29.06,94.35,40.40
7272.27,32.91,96.65,41.44
7272.77,31.44,97.89,30.03
7273.27,31.23,99.00,30.03
7273.77,30.39,98.11,30.03
7274.27,32.72,97.17,30.03
7274.77,36.38,96.79,
7275.27,34.25,97.03,39.84
7275.77,33.47,97.88,39.84
7276.27,30.28,98.86,56.05
7276.77,31.89,99.99,38.40
7277.27,33.22,100.82,38.40
7277.77,34.34,98.54,40.13
7278.27,33.91,96.11,40.13
7278.77,29.36,92.04,40.13
7279.27,26.61,89.86,41.20
7279.77,24.06,90.01,41.20
7280.27,25.63,90.01,42.05
7280.77,29.42,90.50,42.35
7281.27,34.00,92.84,42.35
7281.77,37.28,96.46,39.00
7282.27,36.75,97.76,39.00
7282.77,35.72,98.58,39.00
7283.27,34.75,97.70,38.83
7283.77,34.03,97.89,38.83
7284.27,33.44,96.92,40.76
7284.77,31.92,95.32,41.01
7285.27,32.88,93.96,41.01
7285.77,31.80,93.78,41.01
7286.27,31.30,96.13,40.60
7286.77,28.08,96.07,40.60
7287.27,28.08,95.36,41.39
7287.77,31.05,96.76,39.31
7288.27,32.78,98.98,39.31
7288.77,32.34,98.62,41.94
7289.27,27.48,97.10,41.94
7289.77,23.33,96.70,41.94
7290.27,23.78,96.54,42.08
7290.77,27.55,96.45,42.08
7291.27,32.66,96.15,43.04
7291.77,34.00,96.41,42.69
7292.27,35.06,97.39,42.69
7292.77,32.94,97.88,42.69
7293.27,36.09,98.36,42.59
7293.77,35.13,98.63,42.59
7294.27,36.16,98.44,43.23
7294.77,34.09,98.09,42.81
7295.27,33.16,98.41,42.81
7295.77,34.88,99.11,42.72
7296.27,32.75,99.73,42.72
7296.77,32.22,96.25,42.72
7297.27,31.36,93.80,42.15
7297.77,34.06,93.62,42.15
7298.27,34.63,93.45,41.82
7298.77,33.47,93.45,42.08
7299.27,31.86,93.01,42.08
7299.77,32.88,92.06,42.08
7300.27,31.08,91.71,39.70
7300.77,32.41,91.72,39.70
7301.27,31.64,91.77,39.31
7301.77,35.94,92.77,41.06
7302.27,34.06,93.77,41.06
7302.77,36.19,92.92,40.22
7303.27,35.81,92.94,40.22
7303.77,39.44,93.71,40.22
7304.27,35.97,94.65,42.46
7304.77,35.25,95.57,42.04
7305.27,34.50,95.21,42.04
7305.77,37.41,93.89,41.42
7306.27,36.34,92.38,41.42
7306.77,33.13,93.15,41.42
7307.27,31.53,95.02,41.76
7307.77,32.84,95.41,41.76
7308.27,34.75,95.20,41.19
7308.77,33.88,94.97,42.13
7309.27,31.00,95.18,42.13
7309.77,31.84,95.44,42.13
7310.27,31.44,96.25,52.40
7310.77,33.00,96.04,52.40
7311.27,33.00,94.97,52.40
7311.77,33.78,95.21,39.20
7312.27,35.38,95.78,39.20
7312.77,34.00,95.30,40.12
7313.27,37.88,93.88,40.12
7313.77,36.94,92.71,40.12
7314.27,36.47,91.93,40.12
7314.77,35.38,91.42,
7315.27,34.72,92.59,
7315.77,33.53,93.07,
7316.27,30.83,93.11,
7316.77,29.75,93.23,
7317.27,31.66,92.61,
7317.77,32.72,92.27,
7318.27,32.16,91.95,
7318.77,30.03,91.69,45.17
7319.27,28.28,92.20,45.17
7319.77,30.81,95.62,42.24
7320.27,32.94,95.82,42.24
7320.77,35.78,95.07,42.24
7321.27,34.94,93.27,42.24
7321.77,33.63,91.01,
7322.27,33.91,90.02,
7322.77,36.03,90.22,41.44
7323.27,37.94,90.19,41.44
7323.77,40.00,89.57,41.44
7324.27,38.50,89.25,47.24
7324.77,39.31,89.32,47.24
7325.27,35.56,90.46,42.98
7325.77,33.59,91.84,30.35
7326.27,30.64,90.85,30.35
7326.77,29.89,90.58,30.35
7327.27,32.28,92.19,56.52
7327.77,31.73,93.45,56.52
7328.27,34.88,94.75,40.51
7328.77,36.94,96.34,42.56
7329.27,38.06,96.66,42.56
7329.77,36.28,96.36,39.92
7330.27,33.16,96.28,39.92
7330.77,31.77,94.06,39.92
7331.27,31.16,91.87,42.69
7331.77,33.50,91.27,42.04
7332.27,35.63,92.18,42.04
7332.77,34.56,93.47,40.69
7333.27,33.28,93.47,40.69
7333.77,34.09,94.43,40.69
7334.27,35.53,96.69,56.44
7334.77,37.22,96.69,56.44
7335.27,37.50,96.69,42.00
7335.77,37.94,96.42,42.00
7336.27,36.34,94.36,42.00
7336.77,33.22,94.24,42.00
7337.27,33.22,94.86,41.50
7337.77,34.78,92.97,41.50
7338.27,36.09,87.84,41.55
7338.77,35.50,82.95,41.89
7339.27,35.31,81.42,41.89
7339.77,33.75,81.07,41.25
7340.27,34.03,85.73,41.25
7340.77,33.38,90.09,41.25
7341.27,36.22,93.33,41.51
7341.77,36.00,96.69,41.08
7342.27,36.53,98.33,41.08
7342.77,36.78,99.55,41.09
7343.27,38.09,100.19,41.09
7343.77,37.28,100.67,41.09
7344.27,34.25,103.81,40.64
7344.77,32.66,103.58,40.64
7345.27,33.66,105.21,40.73
7345.77,36.44,104.30,42.11
7346.27,37.50,103.16,42.11
7346.77,35.22,103.17,42.72
7347.27,35.53,102.95,42.72
7347.77,34.63,102.43,42.72
7348.27,33.59,101.96,41.08
7348.77,32.75,101.64,43.04
7349.27,32.41,102.29,43.04
7349.77,35.41,102.74,41.92
7350.27,34.63,103.06,41.92
7350.77,35.84,103.19,41.92
7351.27,35.75,102.64,41.73
7351.77,37.66,101.45,41.40
7352.27,37.59,100.63,41.40
7352.77,36.75,100.63,43.09
7353.27,37.47,100.46,43.09
7353.77,36.69,99.86,43.09
7354.27,36.81,98.99,41.09
7354.77,35.84,98.83,40.08
7355.27,32.94,99.28,40.08
7355.77,33.09,98.14,40.66
7356.27,31.19,98.09,40.66
7356.77,33.59,98.09,40.66
7357.27,32.06,97.73,42.03
7357.77,32.31,95.87,41.46
7358.27,33.59,96.12,41.46
7358.77,31.44,97.38,41.12
7359.27,31.53,98.84,41.12
7359.77,31.08,99.22,41.12
7360.27,34.06,99.45,41.12
7360.77,33.72,100.43,40.20
7361.27,35.81,101.50,40.20
7361.77,37.94,102.20,36.64
7362.27,39.56,101.51,36.64
7362.77,38.75,99.83,36.64
7363.27,36.13,98.82,38.74
7363.77,36.34,98.14,40.16
7364.27,35.69,98.23,40.16
7364.77,34.88,98.33,41.74
7365.27,33.56,98.43,41.74
7365.77,33.66,98.94,41.74
7366.27,34.44,99.03,42.04
7366.77,34.22,97.03,42.40
7367.27,36.63,95.56,42.40
7367.77,37.34,95.18,44.00
7368.27,35.22,94.80,44.00
7368.77,32.47,94.26,44.00
7369.27,32.06,93.78,41.58
7369.77,35.84,93.69,42.16
7370.27,34.59,94.13,42.16
7370.77,36.34,95.27,41.60
7371.27,38.63,96.69,41.60
7371.77,38.63,96.90,41.60
7372.27,38.09,96.51,41.37
7372.77,33.81,96.27,41.72
7373.27,37.25,96.26,41.72
7373.77,36.72,95.85,40.96
7374.27,37.66,94.91,40.96
7374.77,34.56,95.24,40.96
7375.27,32.97,95.56,40.34
7375.77,35.03,96.20,40.34
7376.27,36.38,96.47,40.34
7376.77,37.53,97.82,41.28
7377.27,35.13,100.05,41.28
7377.77,32.41,101.10,41.28
7378.27,33.97,100.88,40.71
7378.77,34.19,99.94,41.01
7379.27,35.06,101.58,41.01
7379.77,34.56,103.19,40.34
7380.27,34.84,102.76,40.34
7380.77,37.13,101.43,40.34
7381.27,36.53,99.96,39.95
7381.77,38.19,98.55,39.77
7382.27,36.09,98.12,39.77
7382.77,37.16,98.22,40.05
7383.27,34.97,98.71,40.05
7383.77,35.25,99.25,40.05
7384.27,35.88,99.21,39.79
7384.77,40.47,98.69,39.79
7385.27,42.31,99.04,40.56
7385.77,41.38,99.25,40.20
7386.27,40.03,99.25,40.20
7386.77,39.56,99.28,40.20
7387.27,40.16,99.56,40.96
7387.77,38.50,99.86,40.96
7388.27,40.06,100.66,39.92
7388.77,40.28,100.75,40.86
7389.27,40.38,99.82,40.86
7389.77,39.13,99.59,40.86
7390.27,40.25,99.72,41.23
7390.77,38.31,100.70,41.23
7391.27,39.06,100.82,41.78
7391.77,36.94,100.01,42.49
7392.27,39.28,99.72,42.49
7392.77,37.09,99.86,42.49
7393.27,37.59,98.63,41.57
7393.77,37.88,97.33,41.57
7394.27,38.72,96.78,41.45
7394.77,39.31,96.74,41.62
7395.27,37.16,96.60,41.62
7395.77,37.88,95.07,41.62
7396.27,36.28,94.18,42.22
7396.77,37.66,93.59,42.22
7397.27,36.66,93.20,42.38
7397.77,36.28,92.76,42.36
7398.27,33.34,92.32,42.36
7398.77,32.53,92.26,42.36
7399.27,29.73,92.00,43.09
7399.77,29.52,92.25,43.09
7400.27,30.08,92.17,42.44
7400.77,34.28,92.29,42.67
7401.27,38.53,92.31,42.67
7401.77,40.19,92.62,42.67
7402.27,41.03,92.63,40.40
7402.77,38.91,92.63,40.40
7403.27,38.88,92.63,41.16
7403.77,37.84,92.79,41.97
7404.27,38.72,92.82,41.97
7404.77,35.63,92.33,41.97
7405.27,36.34,92.31,41.41
7405.77,37.28,91.35,41.41
7406.27,40.91,92.13,42.83
7406.77,38.28,93.67,41.04
7407.27,37.53,93.54,41.04
7407.77,35.59,92.28,41.04
7408.27,37.47,90.99,40.80
7408.77,36.59,90.24,40.80
7409.27,36.72,90.15,40.77
7409.77,37.84,90.49,41.12
7410.27,37.88,90.73,41.12
7410.77,38.03,90.44,41.12
7411.27,34.75,90.40,41.01
7411.77,36.66,90.45,43.18
7412.27,39.31,90.53,43.18
7412.77,40.84,90.95,42.32
7413.27,38.19,91.15,42.32
7413.77,37.66,91.60,42.32
7414.27,40.09,91.91,43.68
7414.77,42.59,92.29,44.68
7415.27,40.19,92.78,44.68
7415.77,37.03,93.25,43.92
7416.27,38.03,93.71,43.92
7416.77,37.56,94.12,43.92
7417.27,38.94,94.67,46.18
7417.77,37.09,94.80,45.20
7418.27,36.03,95.44,45.20
7418.77,35.47,96.27,45.20
7419.27,35.47,96.27,44.11
7419.77,37.38,96.28,44.11
7420.27,37.66,96.42,46.11
7420.77,37.59,96.61,46.11
7421.27,40.97,96.59,46.11
7421.77,40.97,96.29,46.11
7422.27,40.44,96.30,45.14
7422.77,36.44,96.30,44.68
7423.27,38.84,95.99,44.68
7423.77,39.91,95.51,44.29
7424.27,42.09,95.21,44.29
7424.77,41.63,95.18,44.29
7425.27,42.66,95.60,46.44
7425.77,42.31,96.00,45.36
7426.27,42.00,96.00,45.36
7426.77,41.81,96.01,45.37
7427.27,44.31,95.90,45.37
7427.77,45.59,95.63,45.37
7428.27,43.72,95.41,41.68
7428.77,41.28,95.85,40.14
7429.27,39.53,96.32,40.14
7429.77,41.00,97.13,40.14
7430.27,42.94,97.95,42.69
7430.77,43.38,98.69,42.69
7431.27,45.13,99.03,43.46
7431.77,40.03,98.23,45.12
7432.27,37.38,97.52,45.12
7432.77,34.09,97.03,45.12
7433.27,35.66,96.69,43.82
7433.77,36.34,96.43,43.82
7434.27,35.63,96.38,43.81
7434.77,38.69,96.29,41.48
7435.27,37.16,96.37,41.48
7435.77,38.72,96.23,41.48
7436.27,37.31,96.23,42.66
7436.77,42.13,96.22,43.68
7437.27,42.44,96.35,43.68
7437.77,42.91,96.37,42.81
7438.27,39.47,96.22,42.81
7438.77,37.53,96.40,42.81
7439.27,35.50,96.09,43.04
7439.77,37.44,96.42,43.68
7440.27,47.13,96.42,43.68
7440.77,56.13,96.46,43.15
7441.27,65.88,96.75,43.15
7441.77,65.06,96.80,43.15
7442.27,65.38,97.98,41.73
7442.77,64.69,99.38,42.81
7443.27,62.88,99.45,42.81
7443.77,57.03,99.21,42.81
7444.27,49.56,99.05,43.22
7444.77,49.69,99.23,43.22
7445.27,49.63,99.35,42.88
7445.77,52.19,99.13,43.65
7446.27,49.91,98.72,43.65
7446.77,51.03,98.56,43.65
7447.27,49.44,99.36,42.29
7447.77,48.38,100.16,42.29
7448.27,49.69,100.76,43.28
7448.77,51.56,101.04,44.21
7449.27,52.69,101.29,44.21
7449.77,51.78,101.12,44.21
7450.27,48.34,100.96,43.41
7450.77,48.22,100.80,44.47
7451.27,48.91,100.57,44.47
7451.77,52.09,100.17,44.16
7452.27,54.22,99.78,44.16
7452.77,58.94,99.38,44.16
7453.27,59.97,99.09,43.92
7453.77,58.06,99.78,42.72
7454.27,51.22,100.89,42.72
7454.77,45.75,100.92,44.36
7455.27,42.88,100.82,44.36
7455.77,44.19,100.72,44.36
7456.27,46.00,100.62,42.95
7456.77,47.16,100.52,44.44
7457.27,48.34,100.41,44.44
7457.77,48.88,100.09,44.44
7458.27,50.94,99.71,44.48
7458.77,51.69,99.33,44.48
7459.27,53.31,98.94,44.48
7459.77,56.72,98.62,45.44
7460.27,55.44,99.74,45.44
7460.77,53.50,100.62,45.44
7461.27,50.66,98.80,44.77
7461.77,48.50,98.14,44.80
7462.27,52.81,99.90,44.80
7462.77,55.75,102.91,42.97
7463.27,65.63,104.08,42.97
7463.77,63.75,103.52,42.97
7464.27,62.16,101.45,42.97
7464.77,54.50,100.50,42.57
7465.27,57.97,99.60,42.57
7465.77,59.00,98.55,42.98
7466.27,60.50,97.14,42.98
7466.77,57.84,96.78,42.98
7467.27,57.09,99.16,43.17
7467.77,57.94,98.68,43.68
7468.27,53.94,98.85,43.68
7468.77,51.53,98.67,43.68
7469.27,47.59,100.46,42.82
7469.77,49.13,100.86,42.82
7470.27,50.78,99.85,43.38
7470.77,51.00,99.85,43.36
7471.27,51.16,100.00,43.36
7471.77,50.91,100.68,43.36
7472.27,51.97,101.36,44.01
7472.77,49.69,102.04,44.25
7473.27,48.25,102.15,44.25
7473.77,46.31,101.45,44.25
7474.27,45.31,100.75,43.88
7474.77,45.19,100.04,43.88
7475.27,45.16,98.98,43.80
7475.77,49.66,97.80,43.08
7476.27,47.41,97.18,43.08
7476.77,49.16,97.00,43.03
7477.27,48.72,97.08,44.20
7477.77,47.56,97.84,43.25
7478.27,43.66,98.59,41.81
7478.77,41.78,99.28,41.84
7479.27,41.88,99.40,39.01
7479.77,41.78,99.53,39.82
7480.27,41.25,99.89,38.12
7480.77,44.16,100.54,36.09
7481.27,48.09,101.19,36.86
7481.77,50.06,101.25,37.42
7482.27,52.00,100.66,35.78
7482.77,51.47,100.22,35.59
7483.27,53.03,100.13,36.22
7483.77,55.00,100.03,35.65
7484.27,59.09,99.93,36.90
7484.77,57.13,99.84,37.83
7485.27,53.03,99.74,38.44
7485.77,52.16,99.64,39.60
7486.27,53.06,99.55,40.49
7486.76,57.72,99.45,39.38
7487.26,56.41,99.36,38.50
7487.76,60.44,99.73,39.12
7488.26,62.47,100.33,40.54
7488.76,64.13,99.99,37.46
7489.26,63.91,98.69,35.23
7489.76,63.56,97.01,34.87
7490.26,67.25,95.32,38.55
7490.76,65.00,93.64,45.53
7491.26,61.59,92.32,44.79
7491.76,56.53,92.49,42.22
7492.26,56.22,92.67,40.92
7492.76,59.69,92.84,41.30
7493.26,61.50,93.02,41.54
7493.76,61.50,93.19,41.94
7494.26,58.69,93.42,41.46
7494.76,54.50,94.08,42.30
7495.26,52.88,95.33,40.83
7495.76,52.81,96.51,41.00
7496.26,55.19,96.72,37.63
7496.76,62.09,95.90,37.03
7497.26,59.16,94.29,37.29
7497.76,61.78,93.14,41.32
7498.26,60.81,92.31,41.14
7498.76,67.25,92.09,40.57
7499.26,68.13,93.67,40.61
7499.76,66.38,95.24,42.71
7500.26,64.44,95.88,43.55
7500.76,61.97,95.90,41.73
7501.26,62.06,97.24,41.77
7501.76,60.28,98.29,40.63
7502.26,60.88,97.71,40.19
7502.76,60.31,97.02,40.38
7503.26,59.06,96.58,40.40
7503.76,58.28,96.22,38.14
7504.26,58.66,95.86,39.85
7504.76,62.38,95.50,40.76
7505.26,65.31,95.14,39.85
7505.76,67.63,94.42,37.27
7506.26,65.63,93.30,36.66
7506.76,65.63,93.44,36.26
7507.26,65.19,94.96,35.10
7507.76,68.38,96.75,39.28
7508.26,69.13,98.56,40.01
7508.76,65.31,100.37,41.87
7509.26,64.13,102.18,39.31
7509.76,60.31,103.60,41.00
7510.26,61.78,103.16,42.50
7510.76,61.78,102.16,43.88
7511.26,62.75,101.16,44.01
7511.76,62.69,100.16,43.28
7512.26,61.53,99.20,43.18
7512.76,57.91,99.90,45.94
7513.26,51.88,101.39,43.00
7513.76,49.47,102.95,41.55
7514.26,53.00,104.54,39.94
7514.75,57.50,106.14,44.47
7515.25,59.91,107.74,47.01
7515.75,63.13,109.34,49.86
7516.25,65.19,110.86,50.74
7516.75,67.94,110.58,47.86
